[Full Training] Normal loss: 2.2070, Plan similarity: 0.5000, Random contrast: 0.6016
[Full Training] Normal loss: 0.3460, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2754, Plan similarity: 0.5000, Random contrast: 0.4062
[Full Training] Normal loss: 0.4969, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2617, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2769, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.3956, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.3515, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3154, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3417, Plan similarity: 0.5000, Random contrast: 0.6172
[Full Training] Normal loss: 0.3600, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.3124, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3050, Plan similarity: 0.5000, Random contrast: 0.5938
[Full Training] Normal loss: 0.3837, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3435, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3626, Plan similarity: 0.5000, Random contrast: 0.5508
[Full Training] Normal loss: 0.3208, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4249, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2666, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2992, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3436, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3087, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3126, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2884, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3416, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3369, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2667, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2658, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4276, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3142, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.4233, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4322, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3465, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2694, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3438, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.4284, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3138, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3774, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3768, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.4332, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.5380, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4070, Plan similarity: 0.5000, Random contrast: 0.6914
[Full Training] Normal loss: 0.4135, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.4836, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.4330, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.5472, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.3862, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.4089, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.4341, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.5534, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4941, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4774, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3857, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4404, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3863, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3824, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4193, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4153, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.5368, Plan similarity: 0.5000, Random contrast: 0.6836
[Full Training] Normal loss: 0.4004, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2920, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2749, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3385, Plan similarity: 0.5000, Random contrast: 0.6914
[Full Training] Normal loss: 0.3755, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4431, Plan similarity: 0.5000, Random contrast: 0.6914
[Full Training] Normal loss: 0.3961, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3926, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.2668, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3756, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3967, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3028, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3770, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3630, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.3029, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4414, Plan similarity: 0.5000, Random contrast: 0.6875
[Full Training] Normal loss: 0.4985, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2933, Plan similarity: 0.5000, Random contrast: 0.5500
[Full Training] Normal loss: 0.3642, Plan similarity: 0.5000, Random contrast: 0.4924
[Full Training] Normal loss: 0.4071, Plan similarity: 0.5000, Random contrast: 0.5143
[Full Training] Normal loss: 0.3171, Plan similarity: 0.5000, Random contrast: 0.5315
[Full Training] Normal loss: 0.3387, Plan similarity: 0.5000, Random contrast: 0.5719
[Full Training] Normal loss: 0.2617, Plan similarity: 0.5000, Random contrast: 0.5719
[Full Training] Normal loss: 0.2960, Plan similarity: 0.5000, Random contrast: 0.5778
[Full Training] Normal loss: 0.3075, Plan similarity: 0.5000, Random contrast: 0.5009
[Full Training] Normal loss: 0.3850, Plan similarity: 0.5000, Random contrast: 0.5274
[Full Training] Normal loss: 0.3366, Plan similarity: 0.5000, Random contrast: 0.4698
[Full Training] Normal loss: 0.2901, Plan similarity: 0.5000, Random contrast: 0.5815
[Full Training] Normal loss: 0.2834, Plan similarity: 0.5000, Random contrast: 0.4905
[Full Training] Normal loss: 0.3355, Plan similarity: 0.5000, Random contrast: 0.4965
[Full Training] Normal loss: 0.2731, Plan similarity: 0.5000, Random contrast: 0.5663
[Full Training] Normal loss: 0.4389, Plan similarity: 0.5000, Random contrast: 0.5693
[Full Training] Normal loss: 0.3165, Plan similarity: 0.5000, Random contrast: 0.5536
[Full Training] Normal loss: 0.3406, Plan similarity: 0.5000, Random contrast: 0.5532
[Full Training] Normal loss: 0.3002, Plan similarity: 0.5000, Random contrast: 0.5272
[Full Training] Normal loss: 0.3322, Plan similarity: 0.5000, Random contrast: 0.5404
[Full Training] Normal loss: 0.4104, Plan similarity: 0.5000, Random contrast: 0.5545
[Full Training] Normal loss: 0.2999, Plan similarity: 0.5000, Random contrast: 0.5185
[Full Training] Normal loss: 0.3485, Plan similarity: 0.5000, Random contrast: 0.5736
[Full Training] Normal loss: 0.4120, Plan similarity: 0.5000, Random contrast: 0.5427
[Full Training] Normal loss: 0.3335, Plan similarity: 0.5000, Random contrast: 0.5431
[Full Training] Normal loss: 0.4523, Plan similarity: 0.5000, Random contrast: 0.5185
[Full Training] Normal loss: 0.3899, Plan similarity: 0.5000, Random contrast: 0.5090
[Full Training] Normal loss: 0.3710, Plan similarity: 0.5000, Random contrast: 0.5597
[Full Training] Normal loss: 0.3903, Plan similarity: 0.5000, Random contrast: 0.5283
[Full Training] Normal loss: 0.3634, Plan similarity: 0.5000, Random contrast: 0.5049
[Full Training] Normal loss: 0.4696, Plan similarity: 0.5000, Random contrast: 0.5829
[Full Training] Normal loss: 0.3177, Plan similarity: 0.5000, Random contrast: 0.5267
[Full Training] Normal loss: 0.2607, Plan similarity: 0.5000, Random contrast: 0.5548
[Full Training] Normal loss: 0.3618, Plan similarity: 0.5000, Random contrast: 0.5732
[Full Training] Normal loss: 0.4598, Plan similarity: 0.5000, Random contrast: 0.4887
[Full Training] Normal loss: 0.4736, Plan similarity: 0.5000, Random contrast: 0.4440
[Full Training] Normal loss: 0.3981, Plan similarity: 0.5000, Random contrast: 0.4833
[Full Training] Normal loss: 0.2176, Plan similarity: 0.5000, Random contrast: 0.5492
[Full Training] Normal loss: 0.3863, Plan similarity: 0.5000, Random contrast: 0.5699
[Full Training] Normal loss: 0.3040, Plan similarity: 0.5000, Random contrast: 0.4878
[Full Training] Normal loss: 0.3394, Plan similarity: 0.5000, Random contrast: 0.5357
[Full Training] Normal loss: 0.3972, Plan similarity: 0.5000, Random contrast: 0.5362
[Full Training] Normal loss: 1.0722, Plan similarity: 0.5000, Random contrast: 0.5067
[Full Training] Normal loss: 0.5008, Plan similarity: 0.5000, Random contrast: 0.5841
[Full Training] Normal loss: 0.5012, Plan similarity: 0.5000, Random contrast: 0.4810
[Full Training] Normal loss: 0.3070, Plan similarity: 0.5000, Random contrast: 0.5460
[Full Training] Normal loss: 0.3422, Plan similarity: 0.5000, Random contrast: 0.5134
[Full Training] Normal loss: 0.4722, Plan similarity: 0.5000, Random contrast: 0.5329
[Full Training] Normal loss: 0.3806, Plan similarity: 0.5000, Random contrast: 0.5355
[Full Training] Normal loss: 0.4249, Plan similarity: 0.5000, Random contrast: 0.4859
[Full Training] Normal loss: 0.3440, Plan similarity: 0.5000, Random contrast: 0.5534
[Full Training] Normal loss: 0.3629, Plan similarity: 0.5000, Random contrast: 0.4671
[Full Training] Normal loss: 0.3458, Plan similarity: 0.5000, Random contrast: 0.5100
[Full Training] Normal loss: 0.3587, Plan similarity: 0.5000, Random contrast: 0.4506
[Full Training] Normal loss: 0.2617, Plan similarity: 0.5000, Random contrast: 0.4902
[Full Training] Normal loss: 0.3179, Plan similarity: 0.5000, Random contrast: 0.4574
[Full Training] Normal loss: 0.2637, Plan similarity: 0.5000, Random contrast: 0.4562
[Full Training] Normal loss: 0.3290, Plan similarity: 0.5000, Random contrast: 0.5553
[Full Training] Normal loss: 0.3682, Plan similarity: 0.5000, Random contrast: 0.5523
[Full Training] Normal loss: 0.4127, Plan similarity: 0.5000, Random contrast: 0.5752
[Full Training] Normal loss: 0.3864, Plan similarity: 0.5000, Random contrast: 0.4925
[Full Training] Normal loss: 0.2933, Plan similarity: 0.5000, Random contrast: 0.5525
[Full Training] Normal loss: 0.3060, Plan similarity: 0.5000, Random contrast: 0.5370
[Full Training] Normal loss: 0.2733, Plan similarity: 0.5000, Random contrast: 0.5085
[Full Training] Normal loss: 0.2897, Plan similarity: 0.5000, Random contrast: 0.5518
[Full Training] Normal loss: 0.2403, Plan similarity: 0.5000, Random contrast: 0.5594
[Full Training] Normal loss: 0.2945, Plan similarity: 0.5000, Random contrast: 0.5293
[Full Training] Normal loss: 0.4222, Plan similarity: 0.5000, Random contrast: 0.5695
[Full Training] Normal loss: 0.3543, Plan similarity: 0.5000, Random contrast: 0.5073
[Full Training] Normal loss: 0.3613, Plan similarity: 0.5000, Random contrast: 0.5800
[Full Training] Normal loss: 0.3344, Plan similarity: 0.5000, Random contrast: 0.4888
[Full Training] Normal loss: 0.3297, Plan similarity: 0.5000, Random contrast: 0.5064
[Full Training] Normal loss: 0.4402, Plan similarity: 0.5000, Random contrast: 0.5637
[Full Training] Normal loss: 0.3002, Plan similarity: 0.5000, Random contrast: 0.5713
[Full Training] Normal loss: 0.4413, Plan similarity: 0.5000, Random contrast: 0.5021
[Full Training] Normal loss: 0.2955, Plan similarity: 0.5000, Random contrast: 0.4973
[Full Training] Normal loss: 0.3058, Plan similarity: 0.5000, Random contrast: 0.4990
[Full Training] Normal loss: 0.4187, Plan similarity: 0.5000, Random contrast: 0.4752
[Full Training] Normal loss: 0.3445, Plan similarity: 0.5000, Random contrast: 0.5488
[Full Training] Normal loss: 0.2426, Plan similarity: 0.5000, Random contrast: 0.5517
[Full Training] Normal loss: 0.3456, Plan similarity: 0.5000, Random contrast: 0.5681
[Full Training] Normal loss: 0.3101, Plan similarity: 0.5000, Random contrast: 0.4660
[Full Training] Normal loss: 0.2489, Plan similarity: 0.5000, Random contrast: 0.5252
[Full Training] Normal loss: 0.4034, Plan similarity: 0.5000, Random contrast: 0.5388
[Full Training] Normal loss: 0.2327, Plan similarity: 0.5000, Random contrast: 0.5772
[Full Training] Normal loss: 0.2394, Plan similarity: 0.5000, Random contrast: 0.5447
[Full Training] Normal loss: 0.3206, Plan similarity: 0.5000, Random contrast: 0.5394
[Full Training] Normal loss: 0.4024, Plan similarity: 0.5000, Random contrast: 0.4989
[Full Training] Normal loss: 0.2306, Plan similarity: 0.5000, Random contrast: 0.4924
[Full Training] Normal loss: 0.3060, Plan similarity: 0.5000, Random contrast: 0.4363
[Full Training] Normal loss: 0.2245, Plan similarity: 0.5000, Random contrast: 0.5403
[Full Training] Normal loss: 0.3048, Plan similarity: 0.5000, Random contrast: 0.5755
[Full Training] Normal loss: 0.2879, Plan similarity: 0.5000, Random contrast: 0.4889
[Full Training] Normal loss: 0.4112, Plan similarity: 0.5000, Random contrast: 0.5114
[Full Training] Normal loss: 0.2901, Plan similarity: 0.5000, Random contrast: 0.5080
[Full Training] Normal loss: 0.3073, Plan similarity: 0.5000, Random contrast: 0.4948
[Full Training] Normal loss: 0.3213, Plan similarity: 0.5000, Random contrast: 0.5264
[Full Training] Normal loss: 0.2596, Plan similarity: 0.5000, Random contrast: 0.5196
[Full Training] Normal loss: 0.3000, Plan similarity: 0.5000, Random contrast: 0.5408
[Full Training] Normal loss: 0.2854, Plan similarity: 0.5000, Random contrast: 0.5537
[Full Training] Normal loss: 0.2627, Plan similarity: 0.5000, Random contrast: 0.5689
[Full Training] Normal loss: 0.2519, Plan similarity: 0.5000, Random contrast: 0.5844
[Full Training] Normal loss: 0.2995, Plan similarity: 0.5000, Random contrast: 0.5083
[Full Training] Normal loss: 0.3284, Plan similarity: 0.5000, Random contrast: 0.5405
[Full Training] Normal loss: 0.3115, Plan similarity: 0.5000, Random contrast: 0.5210
[Full Training] Normal loss: 0.3023, Plan similarity: 0.5000, Random contrast: 0.4889
[Full Training] Normal loss: 0.2471, Plan similarity: 0.5000, Random contrast: 0.5548
[Full Training] Normal loss: 0.2572, Plan similarity: 0.5000, Random contrast: 0.5465
[Full Training] Normal loss: 0.3224, Plan similarity: 0.5000, Random contrast: 0.5119
[Full Training] Normal loss: 0.3077, Plan similarity: 0.5000, Random contrast: 0.5607
[Full Training] Normal loss: 0.2328, Plan similarity: 0.5000, Random contrast: 0.5720
[Full Training] Normal loss: 0.2552, Plan similarity: 0.5000, Random contrast: 0.5585
[Full Training] Normal loss: 0.2530, Plan similarity: 0.5000, Random contrast: 0.5597
[Full Training] Normal loss: 0.3469, Plan similarity: 0.5000, Random contrast: 0.4789
[Full Training] Normal loss: 0.2388, Plan similarity: 0.5000, Random contrast: 0.4989
[Full Training] Normal loss: 0.2822, Plan similarity: 0.5000, Random contrast: 0.5242
[Full Training] Normal loss: 0.2305, Plan similarity: 0.5000, Random contrast: 0.4809
[Full Training] Normal loss: 0.2339, Plan similarity: 0.5000, Random contrast: 0.4837
[Full Training] Normal loss: 0.3263, Plan similarity: 0.5000, Random contrast: 0.5610
[Full Training] Normal loss: 0.3945, Plan similarity: 0.5000, Random contrast: 0.4943
[Full Training] Normal loss: 0.3781, Plan similarity: 0.5000, Random contrast: 0.5336
[Full Training] Normal loss: 0.3256, Plan similarity: 0.5000, Random contrast: 0.4834
[Full Training] Normal loss: 0.2842, Plan similarity: 0.5000, Random contrast: 0.4823
[Full Training] Normal loss: 0.3689, Plan similarity: 0.5000, Random contrast: 0.5518
[Full Training] Normal loss: 0.3307, Plan similarity: 0.5000, Random contrast: 0.5609
[Full Training] Normal loss: 0.4153, Plan similarity: 0.5000, Random contrast: 0.5413
